#,DOB,Birth City,S/P,Ctry,HT,Wt,S,Draft,Round,Overall,Rk,Age,BTN Code,First Name,Last Name,End Team,Teams,OGP,Pos,GP,G,A,PTS,+/-,Sh,Miss,Blkd,Sh%,CoSH%,Dist,Wrist,Snap,Slap,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FOW,FOL,FO%,%Tm,HitA,HitF,BkS,MsS,GvA,TkA,HA/60,HF/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,NetPen,SOS,SOG,SO%,SOGDG,1G,OTGP,OTG,OTA,GWG,ENG,PSG,PST,PS%,DIA,OPS,DPS,PS,PS/G,PS/60,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,Full,LTIR,SOIR,Ginj,Injury,Cap Cost,Bonuses,GVS
5,May 07 '90,San Diego,CA,USA,71,181,R,,,,Y,23,CHADRUHWEDEL,Chad,Ruhwedel,BUF,,,D,21,0,1,1,-3,35,9,22,0.0%,0.0%,50.9,16,4,12,375.5,17.9,485,23.1,0.77,5,0.75,0.0%,2.5%,2.5%,0,0,0.0%,0,26,20,29,9,6,6,4.2,3.2,4.6,1.4,1.0,1.0,2,1,0,0,0,0,2.7,,, ,,0,3,0,0,0,0,0,0,0%,2,-0.4,0.9,0.5,0.02,0.08,6.5,6.8,-0.1,-1.2,0.4,0,-0.8,-0.04,-0.13,,,,4,Head,975000,,-2.5
5,Oct 08 '90,Lycksele,,SWE,74,195,R,2009,1,17,,23,DAVIDRUNDBLAD,David,Rundblad,CHI,PHX,12,D,17,0,1,1,-4,21,10,20,0.0%,0.0%,48.1,9,1,10,233.8,13.8,298,17.5,0.78,0,0.00,0.0%,3.4%,3.4%,0,0,0.0%,0,25,18,14,10,5,3,6.4,4.6,3.6,2.6,1.3,0.8,6,3,0,0,0,0,-1.0,2,0,0%,0,0,5,0,0,0,0,0,0,0%,2,-0.2,0.2,0,0.00,0.00,4.4,4,-4.2,-0.7,-0.3,-0.6,-1.5,-0.09,-0.38,,,,,,785000,,-2.9
27,Jan 13 '80,Cleveland,OH,USA,77,235,L,2000,3,76,,34,MICHAELRUPP,Mike,Rupp,MIN,,,LW/C,13,0,1,1,1,6,1,4,0.0%,0.0%,51.6,5,1,0,80.7,6.2,122,9.4,0.66,28,20.81,0.0%,4.5%,4.5%,0,3,0.0%,0.4,6,13,0,1,2,0,4.5,9.7,0.0,0.7,1.5,0.0,23,4,1,0,0,1,-5.1,,, ,,0,2,0,0,0,0,0,0,0%,3,-0.1,0.1,0,0.00,0.00,0.9,0.9,1,-0.1,0.3,0,0.2,0.02,0.15,,,,24,Knee,1500000,,-2.4
4,May 02 '87,Caroline,AB,CAN,70,173,L,2005,3,67,,26,KRISRUSSELL,Kris,Russell,CGY,,,D,68,7,22,29,-11,109,52,64,6.4%,3.1%,47.0,57,16,28,1573.0,23.1,1998,29.4,0.79,114,4.34,8.0%,25.0%,33.0%,0,0,0.0%,0,78,42,201,52,39,25,3.0,1.6,7.7,2.0,1.5,1.0,15,5,1,0,0,0,7.3,1,0,0%,0,2,18,1,1,1,0,0,0,0%,5,2.1,3,5,0.07,0.19,38.5,29.6,4,2.3,2.7,-0.3,4.7,0.07,0.18,,,,14,Knee,1500000,,2.1
15,Feb 16 '83,Vantaa,,FIN,72,205,L,2001,1,9,,30,TUOMORUUTU,Tuomo,Ruutu,NJD,CAR,57,RW,76,8,16,24,-18,105,55,47,7.6%,3.9%,27.7,57,26,3,1107.0,14.6,1508,19.8,0.73,91,4.93,7.8%,15.5%,23.3%,14,23,37.8%,0.8,150,216,34,55,34,32,8.1,11.7,1.8,3.0,1.8,1.7,44,21,0,0,0,0,-0.5,1,0,0%,0,0,18,0,0,2,0,0,0,0%,3,0.5,0.6,1.2,0.02,0.07,24.2,22,-12.9,-1,1,-0.3,-0.3,0.00,-0.02,,,,5,Lower body,3800000,,-7.0
6,Mar 17 '87,Cherry Hill,NJ,USA,74,207,R,2005,1,2,,26,BOBBYRYAN,Bobby,Ryan,OTT,,,RW,70,23,25,48,7,190,83,76,12.1%,6.6%,30.6,109,32,14,1180.8,16.9,1578,22.5,0.75,139,7.06,24.0%,26.0%,50.0%,8,5,61.5%,0.2,94,104,30,83,39,50,4.8,5.3,1.5,4.2,2.0,2.5,45,15,1,0,1,0,-6.4,4,0,0%,0,1,19,0,0,2,1,0,0,0%,6,4.8,1.3,6.1,0.09,0.31,27.1,21,13.8,8.7,1,-1.1,8.6,0.12,0.44,,,,12,Hernia,5100000,,-0.4
17,Mar 31 '80,Bonavista,NL,CAN,73,200,R,1998,8,216,,33,MICHAELRYDER,Michael,Ryder,NJD,,,RW,82,18,16,34,-6,166,58,66,10.8%,6.2%,28.9,65,57,13,1293.0,15.8,1646,20.1,0.79,77,3.58,14.8%,13.1%,27.9%,4,8,33.3%,0.2,112,51,10,58,20,24,5.2,2.4,0.5,2.7,0.9,1.1,18,9,0,0,0,0,-1.6,2,0,0%,0,5,27,0,1,2,0,0,0,0%,5,2.2,1.6,3.7,0.05,0.17,27,21.6,-1.4,2.6,2.2,-0.6,4.3,0.05,0.20,,,,,,3500000,,-1.8
20,Oct 27 '92,Pittsburgh,PA,USA,73,202,L,2011,2,43,,21,BRANDONSAAD,Brandon,Saad,CHI,,,LW,78,19,28,47,20,159,51,61,11.9%,7.0%,26.3,88,21,11,1269.5,16.3,1694,21.7,0.75,197,9.30,15.1%,22.2%,37.3%,50,72,41.0%,2.6,109,48,20,51,24,50,5.2,2.3,0.9,2.4,1.1,2.4,20,10,0,0,0,0,8.2,3,0,0%,0,3,21,0,0,2,1,0,0,0%,5,3.8,1.8,5.7,0.07,0.27,27.7,26.4,11,7.1,4.2,-0.8,10.4,0.13,0.49,,,,3,Upper body,894167,,8.8
6,Sep 02 '74,Turku,,FIN,75,215,R,1996,9,239,,39,SAMISALO,Sami,Salo,TBL,,,D,71,4,13,17,11,81,47,51,4.9%,2.2%,52.8,26,2,47,1291.5,18.2,1815,25.6,0.71,45,2.09,3.9%,12.6%,16.5%,0,0,0.0%,0,46,57,66,47,20,17,2.1,2.6,3.1,2.2,0.9,0.8,18,9,0,0,0,0,2.4,2,1,50%,1,0,21,0,0,0,1,0,0,0%,3,0.7,3.3,4.1,0.06,0.19,28.8,28.8,5.3,0,3.9,0.3,4.2,0.06,0.20,,,,11,"Ankle, Upper body, Collarbone",3750000,,-2.4
24,Feb 11 '76,Brandon,MB,CAN,76,215,L,1994,6,138,,37,BRYCESALVADOR,Bryce,Salvador,NJD,,,D,40,1,3,4,-2,24,14,33,4.2%,1.4%,53.8,8,6,10,811.8,20.3,977,24.4,0.83,39,2.88,1.8%,5.4%,7.1%,0,0,0.0%,0,73,47,50,14,21,12,5.4,3.5,3.7,1.0,1.6,0.9,29,12,1,0,0,0,0.0,,, ,,0,12,0,0,0,0,0,0,0%,3,-0.5,2,1.6,0.04,0.12,12.8,18.6,-2.7,-1.4,3.7,0,2.3,0.06,0.17,,,,42,"Foot, Lower body",3166667,,-3.3
37,Dec 23 '76,Mariefred,,SWE,74,218,R,1998,5,145,,37,MIKAELSAMUELSSON,Mikael,Samuelsson,DET,,,RW,26,1,2,3,-4,36,10,10,2.8%,1.8%,42.2,15,9,7,269.2,10.4,361,13.9,0.75,46,10.25,1.4%,2.8%,4.2%,0,2,0.0%,0.1,12,13,3,10,9,4,2.7,2.9,0.7,2.2,2.0,0.9,6,3,0,0,0,0,2.8,,, ,,1,6,0,0,0,0,0,0,0%,3,-0.3,0.1,-0.2,-0.01,-0.04,3.9,3,-3.7,-0.5,-0.1,0,-0.7,-0.03,-0.16,,,,24,Undisclosed,3000000,,-6.0
55,Jul 26 '91,Leksand,,SWE,74,194,L,2009,2,61,Y,22,PHILIPSAMUELSSON,Philip,Samuelsson,PIT,,,D,5,0,0,0,-1,5,1,4,0.0%,0.0%,57.2,2,0,3,77.9,15.6,104,20.8,0.75,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,0,9,5,7,1,4,2,6.9,3.9,5.4,0.8,3.1,1.5,0,0,0,0,0,0,0.4,,, ,,0,1,0,0,0,0,0,0,0%,4,-0.1,0.1,0,0.00,0.00,0.5,0.5,-1,-0.1,-0.1,0,-0.2,-0.04,-0.15,,,,,,912500,,-1.8
25,Dec 14 '85,Vancouver,BC,CAN,72,189,R,2004,6,178,,28,MICHAELSANTORELLI,Mike,Santorelli,VAN,,,C,49,10,18,28,9,91,50,44,11.0%,5.4%,29.1,54,11,8,909.7,18.6,1191,24.3,0.76,115,7.58,16.4%,29.5%,45.9%,215,204,51.3%,14,74,23,44,50,7,22,4.9,1.5,2.9,3.3,0.5,1.5,6,3,0,0,0,0,3.6,8,2,25%,1,1,16,2,1,3,0,0,0,0%,8,1.8,1.6,3.3,0.07,0.22,17.4,18.6,12.2,3.6,3.6,-0.5,6.7,0.14,0.44,,,,33,Arm,550000,,5.7
16,Aug 16 '78,Saskatoon,SK,CAN,76,207,R,1996,2,27,,35,CORYSARICH,Cory,Sarich,COL,,,D,54,1,9,10,7,48,23,40,2.1%,0.9%,55.8,23,1,22,922.8,17.1,1279,23.7,0.72,10,0.63,1.3%,11.5%,12.8%,0,1,0.0%,0,121,107,66,23,19,14,7.9,7.0,4.3,1.5,1.2,0.9,38,14,2,0,0,0,-7.5,,, ,,0,17,0,0,0,0,0,0,0%,2,0.1,2.1,2.2,0.04,0.14,15,21.4,2,0.1,2,0,2.1,0.04,0.14,,,,16,"Back, Head",2000000,,-1.4
47,Feb 18 '90,Montreal,QC,CAN,75,209,L,2008,2,41,Y,23,YANNSAUVE,Yann,Sauve,VAN,,,D,3,0,0,0,-2,1,0,1,0.0%,0.0%,97.0,0,0,1,36.8,12.3,51,17.0,0.72,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,0,1,5,2,0,0,1,1.6,8.1,3.3,0.0,0.0,1.6,0,0,0,0,0,0,0.2,,, ,,0,0,0,0,0,0,0,0,0%,4,0,-0.1,-0.1,-0.03,-0.16,0.6,0.6,-1.9,-0.1,-0.2,0,-0.3,-0.10,-0.49,,,,,,708750,,-1.5
58,Oct 22 '90,St. Hyacinthe,QC,CAN,74,219,R,2009,4,94,,23,DAVIDSAVARD,David,Savard,CBJ,,,D,70,5,10,15,2,63,20,51,7.9%,3.7%,49.9,36,3,21,1248.0,17.8,1401,20.0,0.89,42,2.03,5.1%,10.1%,15.2%,1,0,100.0%,0,130,149,81,20,9,12,6.3,7.2,3.9,1.0,0.4,0.6,28,14,0,0,0,0,-2.2,,, ,,0,14,0,1,1,0,0,0,0%,2,0.7,2.9,3.7,0.05,0.18,22.2,24.1,0.4,1,2.4,0,3.4,0.05,0.16,,,,4,Illness,709275,,2.2
5,Jan 30 '90,Ozieri,,ITA,74,198,L,2008,1,19,,24,LUCASBISA,Luca,Sbisa,ANA,,,D,30,1,5,6,0,30,18,32,3.3%,1.3%,56.1,9,1,20,511.7,17.1,680,22.7,0.75,13,1.47,1.3%,6.6%,7.9%,0,0,0.0%,0,55,83,38,18,10,7,6.4,9.7,4.5,2.1,1.2,0.8,43,14,1,1,0,0,-7.6,,, ,,1,7,0,1,0,0,0,0,0%,1,0.2,0.7,0.8,0.03,0.09,8.1,9.5,-5.5,0.4,0.3,0,0.7,0.02,0.08,,,,45,"Ankle, Hand, Lower body, Upper body, Leg",2175000,,-3.1
6,Feb 23 '90,Montreal,QC,CAN,75,207,L,2008,2,55,,23,MARCOSCANDELLA,Marco,Scandella,MIN,,,D,76,3,14,17,10,80,41,71,3.8%,1.6%,52.3,33,16,27,1429.1,18.8,2021,26.6,0.71,58,2.44,3.0%,14.1%,17.2%,0,0,0.0%,0,135,70,102,41,35,25,5.7,2.9,4.3,1.7,1.5,1.0,20,10,0,0,0,0,4.9,,, ,,1,21,0,0,1,0,0,0,0%,4,0.4,4.2,4.6,0.06,0.19,24.4,30.3,5.5,0.6,5.8,0,6.5,0.09,0.27,,,,3,Knee,1025000,,4.7
22,Apr 20 '89,Red Deer,AB,CAN,72,200,R,2007,4,112,Y,24,COLTONSCEVIOUR,Colton,Sceviour,DAL,,,C/RW,26,8,4,12,-3,69,20,13,11.6%,7.8%,27.1,38,8,4,386.9,14.9,519,20.0,0.75,13,1.96,17.4%,8.7%,26.1%,17,26,39.5%,2.6,32,19,16,20,13,7,5.0,2.9,2.5,3.1,2.0,1.1,4,2,0,0,0,0,-0.5,1,0,0%,0,2,4,0,0,2,0,0,0,0%,6,1.2,0.3,1.4,0.05,0.22,8.7,7.7,-3.1,1.7,0.3,-0.3,1.7,0.07,0.26,,,,,,600000,,0.6
55,Mar 15 '93,Kitchener,ON,CAN,74,195,R,2011,1,7,Y,20,MARKSCHEIFELE,Mark,Scheifele,WPG,,,C,63,13,21,34,9,100,45,39,13.0%,7.1%,25.5,48,19,3,1030.6,16.4,1254,19.9,0.82,110,6.42,14.9%,24.1%,39.1%,331,454,42.2%,20.9,118,63,39,45,22,31,6.9,3.7,2.3,2.6,1.3,1.8,14,7,0,0,0,0,12.6,1,0,0%,0,4,17,1,1,2,0,0,0,0%,6,2.4,1.4,3.8,0.06,0.22,22.4,19.1,11.1,3.8,2.1,-0.3,5.6,0.09,0.33,,,,19,Knee,1563333,,2.9
10,Aug 22 '91,Saskatoon,SK,CAN,73,190,L,2009,1,5,,22,BRAYDENSCHENN,Brayden,Schenn,PHI,,,C,82,20,21,41,0,178,61,62,11.2%,6.6%,30.5,86,51,10,1291.0,15.7,1652,20.1,0.78,107,4.98,17.4%,18.3%,35.7%,296,389,43.2%,13.6,140,200,37,61,19,37,6.5,9.3,1.7,2.8,0.9,1.7,54,12,4,0,1,0,7.4,2,1,50%,0,7,17,1,0,6,0,0,0,0%,7,3.2,1.4,4.6,0.06,0.21,26,21.7,3,6.1,1.1,0.3,7.6,0.09,0.35,,,,,,3110000,,2.1
22,Nov 02 '89,Saskatoon,SK,CAN,74,229,R,2008,1,5,,24,LUKESCHENN,Luke,Schenn,PHI,,,D,79,4,8,12,0,78,31,80,5.1%,2.1%,52.0,35,20,20,1305.8,16.5,1818,23.0,0.72,78,3.60,3.6%,7.1%,10.7%,0,0,0.0%,0,149,260,113,31,36,17,6.8,11.9,5.2,1.4,1.7,0.8,58,9,6,1,0,0,1.4,,, ,,1,16,0,0,0,0,0,0,0%,3,0.2,2.6,2.7,0.03,0.12,21.8,27.8,-1.1,-0.1,2.6,0,2.6,0.03,0.12,,,,,,3600000,,-3.7
45,Oct 07 '88,Carmel,IN,USA,74,182,L,,,,Y,25,CAMERONSCHILLING,Cameron,Schilling,WSH,,,D,1,0,0,0,-2,2,0,1,0.0%,0.0%,88.5,1,1,0,17.8,17.8,19,19.0,0.93,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,0,1,2,0,0,0,0,3.4,6.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1,,, ,,0,0,0,0,0,0,0,0,0%,5,0,-0.1,-0.2,-0.20,-0.68,0.4,0.5,-1.9,-0.1,-0.3,0,-0.3,-0.30,-1.01,,,,,,1775000,,-3.4
6,May 07 '87,Edmonton,AB,CAN,73,190,L,,,,,26,DAVIDSCHLEMKO,David,Schlemko,PHX,,,D,48,1,8,9,2,61,19,43,1.6%,0.8%,50.7,40,2,17,787.1,16.4,1111,23.1,0.71,51,3.91,1.4%,11.4%,12.9%,0,0,0.0%,0,52,61,79,19,12,8,4.0,4.7,6.0,1.4,0.9,0.6,18,9,0,0,0,0,-2.5,,, ,,0,11,0,0,0,0,0,0,0%,3,0.1,1.9,2.1,0.04,0.16,15.3,18.3,3.2,-0.3,2.2,0,1.9,0.04,0.14,,,,27,"Lower body, Undisclosed, Upper body",1187500,,-0.2
88,Jul 16 '91,St. Cloud,MN,USA,72,194,L,,,,Y,22,NATESCHMIDT,Nate,Schmidt,WSH,,,D,29,2,4,6,4,41,13,23,4.9%,2.6%,49.6,20,9,12,542.1,18.7,607,20.9,0.89,10,1.14,6.9%,13.8%,20.7%,0,0,0.0%,0,37,18,35,13,21,10,4.1,2.0,3.9,1.4,2.3,1.1,6,3,0,0,0,0,7.6,,, ,,0,11,0,1,0,0,0,0,0%,3,0.2,1.5,1.7,0.06,0.19,9.6,11.3,5.3,0.2,1.5,0,1.7,0.06,0.19,,,,,,1350000,,-0.7
45,Sep 29 '90,Lakeville,MN,USA,68,175,R,2009,1,22,,23,JORDANSCHROEDER,Jordan,Schroeder,VAN,,,C/RW,25,3,3,6,-7,25,12,10,12.0%,6.4%,31.6,15,5,0,300.3,12.0,418,16.7,0.72,20,4.06,10.3%,10.3%,20.7%,112,132,45.9%,16.5,22,20,8,12,7,7,4.4,4.0,1.6,2.4,1.4,1.4,2,1,0,0,0,0,-0.4,1,0,0%,0,0,5,0,0,0,0,0,0,0%,1,0.2,0.1,0.3,0.01,0.06,6.5,5.8,-5.8,-0.3,0.1,-0.3,-0.5,-0.02,-0.10,,,,47,"Foot, Foot",600000,,-1.6
19,Jul 06 '90,Kelowna,BC,CAN,74,188,R,2008,2,43,,23,JUSTINSCHULTZ,Justin,Schultz,EDM,,,D,74,11,22,33,-22,109,61,72,10.1%,4.5%,40.7,36,30,29,1726.8,23.3,1971,26.6,0.88,125,4.33,11.0%,22.0%,33.0%,0,1,0.0%,0,109,30,107,61,63,20,3.8,1.0,3.7,2.1,2.2,0.7,16,8,0,0,0,0,6.7,,, ,,3,17,0,1,3,0,0,0,0%,5,2.8,2.1,4.9,0.07,0.17,40,31.2,1.8,4.2,-0.1,0,4.1,0.06,0.14,,,,8,Groin,3775000,,-2.5
15,Aug 25 '82,Strasbourg,SK,CAN,73,203,L,2000,2,33,,31,NICKSCHULTZ,Nick,Schultz,CBJ,EDM,60,D,69,0,5,5,-13,35,18,21,0.0%,0.0%,50.8,11,4,18,1125.5,16.3,1509,21.9,0.75,45,2.39,0.0%,5.6%,5.6%,0,0,0.0%,0,122,73,132,18,36,2,6.5,3.9,7.0,1.0,1.9,0.1,28,14,0,0,0,0,-0.5,,, ,,0,14,0,0,0,0,0,0,0%,3,-0.8,1.5,0.6,0.01,0.03,15.8,23.3,-6.5,-1.9,1.4,0,-0.4,-0.01,-0.02,,,,,,1750000,,-3.5
9,Jun 25 '92,Wilcox,SK,CAN,70,190,L,2010,1,14,,21,JADENSCHWARTZ,Jaden,Schwartz,STL,,,LW/C,80,25,31,56,28,188,57,57,13.3%,8.3%,28.0,127,28,13,1401.8,17.5,1981,24.8,0.71,170,7.29,23.1%,28.7%,51.9%,44,34,56.4%,1.6,99,54,32,57,15,66,4.2,2.3,1.4,2.4,0.6,2.8,27,11,1,0,0,0,1.0,1,0,0%,0,4,18,0,0,1,0,0,0,0%,5,5.1,2.8,8,0.10,0.34,29.2,28.9,20.4,10.4,6.3,-0.3,16.4,0.21,0.70,,,,2,Undisclosed,1166667,,14.4
32,Sep 26 '82,Edmonton,AB,CAN,80,259,L,,,,,31,JOHNSCOTT,John,Scott,BUF,,,LW/D,56,1,0,1,-12,16,3,5,6.3%,4.2%,34.7,10,3,2,378.3,6.8,550,9.8,0.69,0,0.00,1.6%,0.0%,1.6%,0,0,0.0%,0,30,95,21,3,4,3,4.8,15.1,3.3,0.5,0.6,0.5,125,25,5,4,0,1,-18.7,,, ,,0,17,0,0,0,0,0,0,0%,2,-0.8,0.1,-0.8,-0.01,-0.13,8.7,8.2,-6.9,-3.5,-0.1,0,-3.6,-0.06,-0.57,,,,,,750000,,-4.9
4,Dec 30 '78,Syosset,NY,USA,73,212,L,1998,5,134,,35,ROBSCUDERI,Rob,Scuderi,PIT,,,D,53,0,4,4,-8,28,5,17,0.0%,0.0%,54.5,9,6,12,1002.8,18.9,1232,23.2,0.81,55,3.27,0.0%,5.0%,5.0%,0,0,0.0%,0,45,18,90,5,21,7,2.7,1.1,5.4,0.3,1.3,0.4,2,1,0,0,0,0,7.9,,, ,,0,13,0,0,0,0,0,0,0%,4,-0.8,1.7,0.9,0.02,0.05,16.5,26.3,-11.8,-2.4,3.2,0,0.7,0.01,0.04,,,,29,Ankle,3375000,,-5.2
7,Apr 20 '85,Richmond,BC,CAN,75,221,R,2003,1,14,,28,BRENTSEABROOK,Brent,Seabrook,CHI,,,D,82,7,34,41,23,149,72,96,4.7%,2.2%,47.3,50,14,80,1824.7,22.3,2477,30.2,0.74,170,5.60,5.1%,24.8%,29.9%,0,0,0.0%,0,156,171,142,72,68,35,5.1,5.6,4.7,2.4,2.2,1.2,22,11,0,0,0,0,1.8,,, ,,0,22,0,0,0,0,0,0,0%,7,3.1,4.8,7.9,0.10,0.26,38.5,40.6,8.6,6.6,6.5,0,13.1,0.16,0.43,,,,,,5800000,,2.9
22,Sep 26 '80,Ornskoldsvik,,SWE,73,187,L,1999,1,2,,33,DANIELSEDIN,Daniel,Sedin,VAN,,,LW,73,16,31,47,0,224,75,71,7.1%,4.3%,30.2,134,18,38,1503.1,20.6,1754,24.0,0.86,267,10.65,19.0%,36.9%,56.0%,8,19,29.6%,0.6,86,37,21,75,27,32,3.4,1.5,0.8,3.0,1.1,1.3,38,13,0,1,0,0,8.3,4,0,0%,0,4,20,0,1,4,0,0,0,0%,5,2.9,2,4.9,0.07,0.20,31.6,24.9,6.7,4.8,2.9,-1.1,6.6,0.09,0.26,,,,9,Hamstring,6100000,,-4.1
33,Sep 26 '80,Ornskoldsvik,,SWE,74,188,L,1999,1,3,,33,HENRIKSEDIN,Henrik,Sedin,VAN,,,C,70,11,39,50,3,97,37,43,11.3%,6.2%,25.8,60,7,16,1446.5,20.7,1677,24.0,0.86,235,9.75,11.3%,40.2%,51.5%,574,523,52.3%,25.9,58,43,19,37,36,22,2.4,1.8,0.8,1.5,1.5,0.9,42,21,0,0,0,0,-3.7,2,0,0%,0,1,20,0,1,1,0,0,0,0%,3,2.9,2,4.9,0.07,0.20,31,25.7,9.1,5.3,3.5,-0.6,8.3,0.12,0.34,,,,12,"Ribs, Leg, Foot",6100000,,-2.4
91,Jan 31 '92,Brampton,ON,CAN,73,195,R,2010,1,2,,22,TYLERSEGUIN,Tyler,Seguin,DAL,,,C,80,37,47,84,16,294,123,105,12.6%,7.1%,31.4,156,33,71,1546.6,19.3,1874,23.4,0.83,292,11.35,36.3%,46.1%,82.4%,281,396,41.5%,13.5,47,48,24,123,60,67,1.8,1.9,0.9,4.8,2.3,2.6,18,4,0,1,0,0,16.4,7,2,29%,1,4,16,0,1,8,1,0,0,0%,6,9.3,2.2,11.6,0.15,0.45,40.3,30.3,18,17.9,3.4,-0.2,21.1,0.26,0.82,,,,2,Concussion,5750000,,11.0
44,Jul 18 '81,Schwenningen,,DEU,73,210,L,2001,6,172,,32,DENNISSEIDENBERG,Dennis,Seidenberg,BOS,,,D,34,1,9,10,11,53,20,42,1.9%,0.9%,64.6,20,10,22,742.5,21.8,909,26.7,0.82,48,3.91,2.5%,22.5%,25.0%,0,0,0.0%,0,105,61,66,20,16,7,8.5,4.9,5.3,1.6,1.3,0.6,10,5,0,0,0,0,1.5,,, ,,1,3,0,0,0,0,0,0,0%,6,0.3,2.1,2.4,0.07,0.19,13.2,15.4,-1,0.6,2.1,0,2.7,0.08,0.22,,,,48,"Lower body, Leg",3250000,,-3.0
4,Jun 08 '86,Bojnice,,SVK,72,201,L,2004,3,71,,27,ANDREJSEKERA,Andrej,Sekera,CAR,,,D,74,11,33,44,4,142,59,109,7.7%,3.5%,47.6,49,28,56,1751.9,23.7,2183,29.5,0.80,146,5.01,13.8%,41.3%,55.0%,0,0,0.0%,0,149,54,127,59,38,68,5.1,1.8,4.3,2.0,1.3,2.3,20,10,0,0,0,0,6.3,,, ,,2,16,0,1,1,0,0,0,0%,5,4.2,4.4,8.6,0.12,0.29,41.5,43.1,8.5,8.3,5.7,0,14,0.19,0.48,,,,8,"Upper body, Ankle",2750000,,9.2
8,Jul 03 '70,Helsinki,,FIN,72,209,R,1988,1,10,,43,TEEMUSELANNE,Teemu,Selanne,ANA,,,RW,64,9,18,27,8,111,47,36,8.1%,4.6%,24.1,69,11,14,904.1,14.1,1109,17.3,0.82,139,9.24,7.4%,14.8%,22.1%,46,60,43.4%,2.6,59,15,8,47,31,16,3.9,1.0,0.5,3.1,2.1,1.1,12,5,0,0,0,0,6.0,4,2,50%,0,2,13,0,0,3,0,0,0,0%,4,1.5,1,2.5,0.04,0.17,17.4,14.1,2,3.2,1.3,0.6,5.1,0.08,0.34,,,,4,"Facial, Concussion",2000000,,1.6
28,Mar 03 '84,Krasnojarsk,,RUS,74,209,R,2002,1,13,,29,ALEXANDERSEMIN,Alexander,Semin,CAR,,,RW/LW,65,22,20,42,1,210,122,154,10.5%,4.5%,36.5,87,68,41,1293.1,19.9,1605,24.7,0.81,166,7.68,27.5%,25.0%,52.5%,1,9,10.0%,0.2,69,22,30,122,56,49,3.2,1.0,1.4,5.7,2.6,2.3,42,21,0,0,0,0,0.5,3,0,0%,0,2,14,1,0,3,1,0,0,0%,5,3.8,1.6,5.4,0.08,0.25,29.4,24.8,8.6,5.8,2.6,-0.8,7.6,0.12,0.35,,,,15,"Concussion, Illness",7000000,,-4.7
23,Aug 28 '84,Rome,NY,USA,71,195,L,,,,,29,TIMSESTITO,Tim,Sestito,NJD,,,LW/C,16,0,3,3,1,13,3,3,0.0%,0.0%,26.6,4,1,3,145.6,9.1,213,13.3,0.68,25,10.31,0.0%,11.5%,11.5%,20,27,42.6%,5.4,13,24,9,3,3,1,5.4,9.9,3.7,1.2,1.2,0.4,2,1,0,0,0,0,-0.3,,, ,,0,7,0,0,0,0,0,0,0%,5,-0.1,0.2,0.2,0.01,0.08,2.4,2.4,1.3,-0.1,0.5,0,0.4,0.03,0.16,,,,7,Upper body,562500,,-0.6
29,Sep 28 '87,Rome,NY,USA,77,228,L,2006,3,85,,26,TOMSESTITO,Tom,Sestito,VAN,,,LW,77,5,4,9,-14,31,10,4,16.1%,11.1%,31.9,17,3,0,497.2,6.5,760,9.9,0.65,18,2.15,4.0%,3.2%,7.2%,3,8,27.3%,0.2,46,121,12,10,7,8,5.6,14.6,1.4,1.2,0.8,1.0,213,19,19,7,1,0,-22.9,,, ,,0,22,0,0,0,0,0,0,0%,2,0.2,0.1,0.2,0.00,0.02,12.4,11.5,-11.8,-1.7,0.2,0,-1.5,-0.02,-0.18,,,,1,Illness,750000,,-2.8
40,Jan 01 '87,Taber,AB,CAN,72,205,R,2005,1,8,,27,DEVINSETOGUCHI,Devin,Setoguchi,WPG,,,RW,75,11,16,27,-7,129,37,55,8.5%,5.0%,28.3,74,23,9,1129.1,15.1,1522,20.3,0.74,164,8.72,8.9%,12.9%,21.8%,5,15,25.0%,0.4,61,143,37,37,29,24,3.2,7.6,2.0,2.0,1.5,1.3,22,11,0,0,0,0,0.5,8,4,50%,0,0,20,0,0,3,1,0,0,0%,8,1.1,0.8,1.9,0.03,0.10,20,16.7,-5,2.1,0.4,1.3,3.8,0.05,0.20,,,,,,3000000,,-1.5
10,Dec 27 '81,Winnipeg,MB,CAN,73,199,R,2001,3,95,,32,PATRICKSHARP,Patrick,Sharp,CHI,,,LW/RW,82,34,44,78,13,313,106,148,10.9%,6.0%,33.7,152,37,76,1547.9,18.9,1864,22.7,0.83,250,9.67,24.3%,31.4%,55.7%,83,69,54.6%,3.1,125,55,27,106,25,41,4.8,2.1,1.0,4.1,1.0,1.6,40,18,0,0,0,0,0.3,13,6,46%,1,9,22,1,0,3,1,1,1,100%,6,8.2,1.8,10,0.12,0.39,38.6,30.5,5.3,15.5,3,1.7,20.2,0.25,0.78,,,,,,5900000,,9.8
