#,DOB,Birth City,S/P,Ctry,Nat,HT,Wt,S,Draft,Round,Overall,Rk,Age,First Name,Last Name,End Team,Teams,OGP,Pos,GP,G,A,A1,PTS,+/-,Sh,Misses,Blocked,Sh%,CoSH%,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FOW,FOL,FO%,%Tm,OpenFOT,OpenFOW,HitA,HitF,BkS,MsS,GvA,TkA,HA/60,HF/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,Grit,NetPen,SOS,SOG,SO%,SOGDG,1G,OTGP,OTG,OTA,GWG,ENG,PSG,PST,PS%,OPS,DPS,PS,PS/G,PS/60,DIA,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,1st Star,2nd Star,3rd Star,FO GAR,PenD GAR,PenT GAR,SRF GAR,SRA GAR,Sh GAR,GAR,dCFImpact,dCAImpact,dCorsiImpact,dCorsi60,dFFImpact,dFAImpact,dFenwickImpact,dFenwick60,Days,Ginj,Injury,Cap Cost,CHIP,Bonuses,GVS
21,Dec 01 '90,Ilava,,SVK,SK,70,185,L,2009,2,60,,24,Tomas,Tatar,DET,DET,,LW/C,82,29,27,16,56,6,211,101,100,13.7%,7.0%,1330.3,16.2,1817,22.2,0.73,113,5.11,40.8%,38.0%,78.9%,6,6,50.0%,.2,1,0,89,90,18,101,40,27,4.0,4.1,0.8,4.6,1.8,1.2,28,14,0,0,0,0,136,4.7,9,3,33%,1,6,25,0,0,7,0,0,0,0%,5.9,1.8,7.7,0.09,0.35,5,29.4,23.0,7.2,11.5,2.5,0.3,14.3,0.17,0.64,6,2,4,0,0.57,1.22,7.75,4.54,6.6,20.68,107.8,-61.4,169.2,9.6,55.1,-38.2,93.3,5.3,186,,,2.75,0,0,9.6
91,Sep 20 '90,Mississauga,ON,CAN,CA,73,209,L,2009,1,1,,24,John,Tavares,NYI,NYI,,C,82,38,48,30,86,5,278,96,97,13.7%,8.1%,1695.2,20.7,1851,22.6,0.92,280,9.92,35.2%,44.4%,79.6%,753,689,52.2%,29.5,29,19,103,48,37,96,109,94,3.6,1.7,1.3,3.4,3.9,3.3,46,23,0,0,0,0,131,-6.9,11,3,27%,1,7,20,4,0,8,1,0,0,0%,9.5,1.8,11.2,0.14,0.40,5,45.4,34.2,4.9,16.9,3.3,-0.3,19.9,0.24,0.70,10,9,3,1.18,-0.91,0.56,20.07,-2.31,3.24,21.83,-42.1,71.5,-113.6,-5.3,-38.6,60.9,-99.4,-4.6,186,,,5.5,0,0,9.4
80,Apr 23 '90,Minneapolis,MN,USA,US,74,205,R,,,,Y,24,Matt,Tennyson,SJS,SJS,,D,27,2,6,2,8,0,37,28,20,5.4%,2.4%,474.3,17.6,675,25.0,0.70,32,4.07,16.7%,50.0%,66.7%,0,0,0.0%,.0,,,79,48,34,28,18,11,10.0,6.1,4.3,3.5,2.3,1.4,16,7,0,0,0,0,98,-1.9,1,0,0%,0,0,6,0,0,0,0,0,0,0%,0.5,1.0,1.5,0.06,0.19,2,7.3,7.8,0.7,1.4,0.9,-0.3,2.0,0.07,0.25,0,0,1,0,-0.42,-0.2,-3.55,1.13,0.23,-2.81,-45.8,8.6,-54.4,-8.2,-32.0,10.2,-42.2,-6.4,77,,,0.259,0,0,1.9
86,Sep 11 '94,Helsinki,,FIN,FI,71,178,L,2012,1,18,Y,20,Teuvo,Teravainen,CHI,CHI,,C/LW,34,4,5,4,9,4,66,12,25,6.1%,3.9%,434.7,12.8,607,17.9,0.72,61,8.36,33.3%,41.7%,75.0%,29,33,46.8%,3.1,1,0,28,11,14,12,15,11,3.9,1.5,1.9,1.7,2.1,1.5,2,1,0,0,0,0,27,1.2,,, ,,2,5,0,0,1,0,0,0,0%,0.2,0.7,0.9,0.03,0.12,2,7.6,7.3,2.0,0.4,1.1,0.0,1.5,0.04,0.21,1,0,3,-0.03,-0.33,0.79,0.92,1.54,-0.76,2.13,0.5,-3.2,3.6,0.5,9.3,-9.4,18.7,2.7,87,,,0.629,0,0,0.7
25,Apr 07 '89,Brampton,ON,CAN,CA,70,195,L,2007,5,132,Y,25,Chris,Terry,CAR,CAR,,LW,57,11,9,7,20,-4,71,33,29,15.5%,8.3%,725.2,12.7,1030,18.1,0.70,105,8.69,39.3%,32.1%,71.4%,6,5,54.5%,.3,,,79,44,17,33,20,21,6.5,3.6,1.4,2.7,1.7,1.7,14,7,0,0,0,0,75,-1.3,7,3,43%,2,3,11,0,0,0,0,0,0,0%,1.4,1.0,2.4,0.04,0.20,2,13.9,12.4,2.4,2.5,1.7,0.8,5.0,0.09,0.41,1,0,3,0.02,-0.7,0.55,1.91,0.48,4.16,6.42,11.0,17.5,-6.6,-0.6,6.6,11.2,-4.6,-0.4,186,,,0.6,0,0,4.9
60,May 26 '92,Toronto,ON,CAN,CA,69,176,R,2010,2,40,Y,22,Christian,Thomas,MTL,MTL,,LW,18,1,0,0,1,-2,26,7,14,3.8%,2.1%,163.7,9.1,238,13.2,0.69,0,0.00,100.0%,0.0%,100.0%,0,1,0.0%,.0,,,23,8,3,7,0,5,8.4,2.9,1.1,2.6,0.0,1.8,7,1,1,0,0,0,19,0.7,,, ,,1,7,0,0,0,0,0,0,0%,-0.2,0.1,-0.1,-0.01,-0.04,1,1.9,1.8,-2.4,-0.3,0.0,0.0,-0.3,-0.02,-0.11,0,0,0,0,-0.09,0.32,0.2,1.79,-1.05,1.17,20.6,-30.2,50.8,19.4,11.4,-17.6,29.0,11.1,46,,,0.24,0,0.1,-0.5
44,Oct 05 '84,Anchorage,AK,USA,US,72,210,L,2003,6,183,,30,Nate,Thompson,ANA,ANA,,C,80,5,13,7,18,0,87,35,27,5.7%,3.4%,1065.9,13.3,1555,19.4,0.69,103,5.80,20.0%,52.0%,72.0%,557,499,52.7%,21.0,10,7,94,204,52,36,21,26,5.3,11.5,2.9,2.0,1.2,1.5,39,12,1,1,0,0,296,2.6,,, ,,0,23,1,0,3,1,0,1,100%,-0.4,1.0,0.6,0.01,0.03,5,15.6,19.8,-4.1,0.2,2.5,0.0,2.7,0.03,0.15,0,0,1,0.8,-0.36,1.05,-3.53,0.9,-3.92,-5.06,-49.0,-6.8,-42.2,-2.9,-43.9,2.9,-46.8,-3.2,186,2,Lower body,1.6,0.039,0,0.5
22,Jun 03 '83,Sault Ste. Marie,ON,CAN,CA,75,235,R,2001,2,50,,31,Chris,Thorburn,WPG,WPG,,RW,81,7,7,2,14,-5,67,24,35,10.4%,5.6%,655.0,8.1,1050,13.0,0.62,28,2.53,35.0%,35.0%,70.0%,36,20,64.3%,1.1,,,78,126,29,24,12,9,7.1,11.5,2.7,2.2,1.1,0.8,76,13,8,1,0,0,239,-3.1,,, ,,3,24,0,0,2,0,0,0,0%,0.6,0.5,1.0,0.01,0.09,3,13.2,12.6,-7.4,0.2,0.8,0.0,1.0,0.01,0.09,0,0,2,0.12,0.68,-0.48,0.08,-1.49,0.88,-0.21,13.9,25.2,-11.3,-1.0,8.9,22.0,-13.2,-1.2,186,,,1.2,0,0,-0.4
19,Jul 02 '79,London,ON,CAN,CA,76,220,L,1997,1,1,,35,Joe,Thornton,SJS,SJS,,C,78,16,49,28,65,-4,131,55,71,12.2%,6.2%,1437.1,18.4,1968,25.2,0.73,276,11.53,19.8%,60.5%,80.2%,554,401,58.0%,19.3,23,14,68,39,26,56,91,60,2.8,1.6,1.1,2.3,3.8,2.5,30,15,0,0,0,0,95,-0.4,3,0,0%,0,1,14,0,0,0,5,1,1,100%,5.0,1.5,6.5,0.08,0.27,6,37.2,29.6,2.0,8.4,2.5,-0.8,10.1,0.13,0.42,3,0,4,1.36,-0.99,1.95,20.47,0.28,-1.98,21.09,118.4,-120.6,239.0,13.4,85.6,-106.7,192.2,10.8,186,4,Upper body,6.75,0.329,0,-3.1
22,Jul 23 '77,Oshawa,ON,CAN,CA,74,217,R,1997,7,190,,37,Shawn,Thornton,FLA,FLA,,LW,46,1,4,1,5,-13,53,15,17,1.9%,1.2%,440.9,9.6,615,13.4,0.72,26,3.60,14.3%,57.1%,71.4%,3,9,25.0%,.4,,,31,93,5,15,5,10,4.2,12.7,0.7,2.0,0.7,1.4,50,10,6,0,0,0,154,-6.8,,, ,,0,15,0,0,0,0,0,0,0%,-0.6,-0.1,-0.6,-0.01,-0.08,2,8.2,8.0,-13.0,-1.8,-0.3,0.0,-2.1,-0.05,-0.29,0,0,1,-0.02,-0.55,-0.35,-1.37,0.82,-2.44,-3.91,-8.9,-2.0,-6.9,-1.0,-18.3,5.2,-23.5,-3.2,186,22,"Groin, Lower body",1.2,0.015,0,-3.5
50,Jul 01 '94,Keswick,ON,CAN,CA,72,195,L,2012,2,55,Y,20,Chris,Tierney,SJS,SJS,,C,43,6,15,10,21,3,48,18,23,12.5%,6.7%,526.7,12.2,765,17.8,0.69,84,9.56,24.0%,60.0%,84.0%,150,192,43.9%,12.6,3,1,42,11,17,18,20,19,4.8,1.3,1.9,2.1,2.3,2.2,6,3,0,0,0,0,34,3.1,,, ,,1,8,0,0,1,0,0,0,0%,1.5,0.7,2.3,0.05,0.26,4,10.8,10.2,4.3,3.4,1.5,0.0,4.9,0.11,0.56,0,0,3,-0.13,0.32,0.86,1.96,-0.54,0.31,2.78,-17.3,50.7,-68.0,-8.4,-6.9,43.7,-50.5,-6.3,113,,,0.543,0,0.282,4.5
44,Mar 18 '75,Kuopio,,FIN,FI,70,194,L,1993,10,250,,39,Kimmo,Timonen,CHI,CHI,,D,16,0,0,0,0,-3,10,1,6,0.0%,0.0%,191.6,12.0,293,18.3,0.65,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,.0,,,28,15,15,1,6,0,8.8,4.7,4.7,0.3,1.9,0.0,2,1,0,0,0,0,32,-0.1,,, ,,0,2,0,0,0,0,0,0,0%,-0.2,0.2,-0.1,-0.01,-0.03,0,2.2,1.8,-3.1,-0.5,-0.3,0.0,-0.9,-0.06,-0.28,0,0,1,0,-0.15,0.25,-2.42,-1.01,-0.31,-3.64,-21.4,27.4,-48.7,-14.6,-16.1,25.1,-41.2,-12.3,186,66,"Leg, Upper body",3.5,2.689,3,-7.2
24,Feb 20 '92,Burnsville,MN,USA,US,78,225,L,2010,1,22,,22,Jarred,Tinordi,MTL,MTL,,D,13,0,2,1,2,-5,5,5,6,0.0%,0.0%,156.9,12.1,211,16.2,0.74,36,13.58,0.0%,100.0%,100.0%,0,0,0.0%,.0,,,26,20,18,5,4,1,9.9,7.6,6.9,1.9,1.5,0.4,19,2,3,0,0,0,60,-0.3,,, ,,0,6,0,0,0,0,0,0,0%,0.0,-0.1,-0.1,-0.01,-0.04,3,2.3,2.6,-5.7,0.1,-0.6,0.0,-0.4,-0.03,-0.15,0,0,0,0,-0.2,0.17,0.66,0.27,-0.32,0.58,19.7,-9.4,29.0,11.4,13.9,-8.0,21.9,8.6,41,,,0.239,0,0.212,-0.7
91,Mar 16 '88,Slany,,CZE,CZ,72,209,L,2006,1,13,,26,Jiri,Tlusty,WPG,"CAR, WPG",52,C/LW,72,14,17,5,31,-18,123,52,55,11.4%,6.1%,1153.5,16.0,1620,22.5,0.71,67,3.46,31.1%,37.8%,68.9%,5,10,33.3%,.3,,,132,80,37,52,21,30,6.9,4.2,1.9,2.7,1.1,1.6,20,10,0,0,0,0,137,-0.9,1,0,0%,0,3,13,0,0,0,1,0,0,0%,1.8,0.9,2.7,0.04,0.14,5,25.3,22.3,-8.7,1.7,1.8,-0.3,3.2,0.04,0.17,1,3,0,-0.02,-1.1,1.81,3.01,3.75,0.67,8.12,17.7,-36.3,54.0,6.3,-4.7,-30.6,25.9,3.8,186,7,Upper body,2.95,0.252,0,-1.9
19,Apr 29 '88,Winnipeg,MB,CAN,CA,74,201,L,2006,1,3,,26,Jonathan,Toews,CHI,CHI,,C,81,28,38,23,66,30,192,66,46,14.6%,9.2%,1584.6,19.6,2003,24.7,0.79,261,9.89,31.5%,42.7%,74.2%,947,728,56.5%,34.4,57,19,149,56,16,66,34,45,5.6,2.1,0.6,2.5,1.3,1.7,36,18,0,0,0,0,108,1.6,12,6,50%,4,8,18,1,0,7,2,0,0,0%,6.2,3.2,9.4,0.12,0.36,7,37.7,33.4,25.2,11.0,5.8,2.1,18.9,0.23,0.72,6,4,3,2.19,0.32,1.39,9.39,0.57,2.07,15.93,46.4,0.9,45.5,2.4,22.4,11.3,11.1,0.6,186,,,6.3,0,0,6.7
73,Apr 24 '92,Scarborough,ON,CAN,CA,73,196,R,2010,2,47,,22,Tyler,Toffoli,LAK,LAK,,C/RW,76,23,26,17,49,25,200,70,75,11.5%,6.7%,1108.8,14.6,1463,19.3,0.76,163,8.82,35.9%,40.6%,76.6%,4,5,44.4%,.2,,,90,86,11,70,32,37,4.9,4.7,0.6,3.8,1.7,2.0,37,11,1,0,1,0,135,2.3,4,0,0%,0,5,15,0,0,3,1,0,0,0%,5.0,2.4,7.4,0.10,0.40,5,27.4,25.7,21.8,8.6,5.5,-1.1,13.1,0.17,0.71,3,3,4,0.01,-0.14,1.17,7.73,3.17,5.16,17.1,97.5,19.7,77.8,5.3,79.1,24.3,54.8,3.7,186,6,Illness,0.87,0.064,0.125,12.4
20,Feb 02 '83,Churchill,MB,CAN,CA,69,195,R,2001,4,98,,31,Jordin,Tootoo,NJD,NJD,,RW,68,10,5,4,15,1,75,24,19,13.3%,8.5%,711.1,10.5,982,14.4,0.72,52,4.40,40.0%,20.0%,60.0%,1,0,100.0%,.0,,,68,127,8,24,29,17,5.7,10.7,0.7,2.0,2.4,1.4,72,16,8,0,0,0,215,-6.2,,, ,,2,15,0,0,1,0,0,0,0%,0.8,1.0,1.8,0.03,0.15,2,14.6,13.6,3.4,0.3,1.8,0.0,2.1,0.03,0.18,0,3,3,0.01,-0.4,-0.6,-0.11,-1.96,2.52,-0.54,3.8,39.0,-35.2,-3.3,12.9,46.3,-33.4,-3.1,186,7,Foot,0.55,0.047,0,2.1
21,Jul 11 '93,Pittsburgh,PA,USA,US,70,182,R,2011,3,64,Y,21,Vincent,Trocheck,FLA,FLA,,C,50,7,15,12,22,9,89,33,25,7.9%,4.8%,700.3,14.0,859,17.2,0.82,130,11.18,21.9%,46.9%,68.8%,234,247,48.6%,15.3,2,1,85,93,19,33,8,21,7.3,8.0,1.6,2.8,0.7,1.8,24,11,0,0,0,0,136,1.8,5,1,20%,1,1,13,0,0,0,0,0,0,0%,1.3,1.2,2.5,0.05,0.21,5,14.9,14.2,9.2,2.1,2.5,-0.4,4.1,0.08,0.35,3,0,1,0.12,0.56,0.33,1.42,2.01,-1.96,2.48,26.1,2.9,23.2,2.2,25.8,0.6,25.2,2.4,130,,,0.625,0,0.233,3.6
26,Jul 25 '89,Grosse Pointe Woods,MI,USA,US,72,185,R,2007,3,89,,25,Corey,Tropp,CBJ,CBJ,,RW,61,1,7,4,8,-14,22,14,10,4.5%,2.2%,534.0,8.8,834,13.7,0.64,67,7.48,9.1%,63.6%,72.7%,1,1,50.0%,.0,,,95,80,28,14,10,12,10.7,9.0,3.1,1.6,1.1,1.3,76,13,6,0,2,0,190,-2.9,,, ,,0,13,0,0,0,0,0,0,0%,-0.5,-0.1,-0.6,-0.01,-0.07,2,10.9,10.4,-12.4,-2.0,-0.6,0.0,-2.6,-0.04,-0.29,0,0,0,-0.01,0.35,-0.69,-2.22,-0.22,-1.95,-4.74,-71.4,44.7,-116.0,-13.2,-61.7,18.7,-80.5,-9.1,186,2,Illness,0.625,0.015,0,-2.8
62,Aug 26 '90,Carmel,IN,USA,US,75,219,R,2010,7,210,Y,24,Zach,Trotman,BOS,BOS,,D,27,1,4,0,5,-2,46,24,39,2.2%,0.9%,443.0,16.4,621,23.0,0.71,0,0.00,6.7%,26.7%,33.3%,0,0,0.0%,.0,,,63,44,33,24,6,2,8.5,6.0,4.5,3.3,0.8,0.3,0,0,0,0,0,0,77,1.9,,, ,,0,9,0,0,1,0,0,0,0%,0.1,0.8,0.9,0.03,0.12,2,7.8,7.8,-2.8,0.1,0.4,0.0,0.5,0.02,0.07,0,0,1,0,-0.37,0.63,0.44,1.92,-1.16,1.46,-5.8,-6.7,0.9,0.1,-3.8,-12.8,9.0,1.4,82,,,0.276,0,0,0.4
8,Feb 26 '94,Rochester,MI,USA,US,74,200,R,2012,1,9,,20,Jacob,Trouba,WPG,WPG,,D,65,7,15,8,22,2,133,60,128,5.3%,2.2%,1515.6,23.3,1904,29.3,0.80,63,2.51,13.5%,28.8%,42.3%,0,1,0.0%,.0,,,80,97,120,60,76,28,3.2,3.8,4.8,2.4,3.0,1.1,46,18,0,1,0,0,263,3.2,,, ,,1,19,0,1,0,0,0,0,0%,1.4,3.2,4.6,0.07,0.18,5,30.2,32.6,-5.3,1.9,3.2,0.0,5.1,0.08,0.20,1,1,2,-0.01,-0.13,0.64,2.94,1.67,-0.3,4.81,88.1,-3.0,91.1,5.0,23.1,-8.3,31.5,1.7,186,16,Upper body,1.827,0.357,1.075,2.4
7,Aug 14 '89,New Westminster,BC,CAN,CA,73,191,R,2007,1,3,,25,Kyle,Turris,OTT,OTT,,C,82,24,40,25,64,5,215,83,122,11.2%,5.7%,1575.7,19.2,1949,23.8,0.81,240,9.13,29.3%,48.8%,78.0%,737,735,50.1%,29.3,41,22,107,48,40,83,46,48,4.1,1.8,1.5,3.2,1.8,1.8,36,18,0,0,0,0,124,7.4,13,4,31%,0,8,26,1,3,6,5,0,0,0%,5.7,1.7,7.4,0.09,0.28,6,36.6,30.6,0.5,10.7,1.6,-0.5,11.7,0.14,0.45,3,6,5,0.6,0.26,1.26,6.27,-0.01,-1.52,6.86,-20.0,34.3,-54.2,-2.8,-7.4,42.1,-49.4,-2.5,186,,,3.5,0,0,5.4
34,Apr 23 '89,Airdrie,AB,CAN,CA,70,192,L,2007,2,47,,25,Dana,Tyrell,CBJ,CBJ,,C,3,0,0,0,0,-1,1,0,0,0.0%,0.0%,20.8,6.9,35,11.7,0.59,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,.0,,,3,5,3,0,0,0,8.6,14.4,8.6,0.0,0.0,0.0,0,0,0,0,0,0,8,0.0,,, ,,0,0,0,0,0,0,0,0,0%,-0.1,0.0,-0.1,-0.03,-0.29,3,0.4,0.4,-1.0,-0.2,-0.1,0.0,-0.2,-0.07,-0.58,0,0,0,0,-0.05,0.06,0,0,-0.03,-0.02,-3.2,14.5,-17.7,-53.0,-5.2,11.6,-16.8,-50.1,8,,,0.028,0,0,-0.2
51,Jul 19 '83,Izhevsk,,RUS,RU,74,212,L,2001,2,40,,31,Fedor,Tyutin,CBJ,CBJ,,D,67,3,12,4,15,8,56,36,39,5.4%,2.3%,1334.9,19.9,1689,25.2,0.79,44,2.00,7.1%,28.6%,35.7%,0,0,0.0%,.0,,,148,106,117,36,23,10,6.7,4.8,5.3,1.6,1.0,0.4,40,20,0,0,0,0,263,-6.2,,, ,,0,13,0,1,0,0,0,0,0%,0.3,3.2,3.5,0.05,0.16,5,20.1,28.3,9.8,1.0,3.4,0.0,4.3,0.06,0.19,0,1,0,0,-0.59,-0.8,-6.05,0.87,0.68,-5.89,-50.9,-11.4,-39.5,-2.3,-42.8,-12.6,-30.2,-1.7,186,15,"Knee, Undisclosed",4.5,0.713,0,-4.1
46,Dec 31 '92,Ostvava,,CZE,CZ,72,202,L,2011,5,144,Y,22,Dominik,Uher,PIT,PIT,,C,2,0,0,0,0,-1,0,0,0,0.0%,0.0%,12.9,6.5,19,9.5,0.68,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,.0,,,2,2,1,0,0,0,9.3,9.3,4.6,0.0,0.0,0.0,0,0,0,0,0,0,3,0.0,,, ,,0,0,0,0,0,0,0,0,0%,0.0,0.0,-0.1,-0.05,-0.46,4,0.3,0.3,-1.0,-0.2,-0.1,0.0,-0.2,-0.10,-0.93,0,0,0,0,0,0,0,0,0,0,-1.4,-0.2,-1.2,-6.0,-2.2,-1.3,-0.9,-4.7,3,,,0.01,0,0.015,-0.2
18,May 03 '82,Pittsburgh,PA,USA,US,74,214,L,2001,1,16,,32,R.J.,Umberger,PHI,PHI,,C/LW,67,9,6,5,15,-9,96,41,40,9.4%,5.1%,925.9,13.8,1321,19.7,0.70,80,5.17,37.5%,25.0%,62.5%,9,13,40.9%,.5,,,99,114,40,41,11,9,6.4,7.4,2.6,2.7,0.7,0.6,19,7,1,0,0,0,174,1.6,,, ,,0,21,0,0,0,0,0,0,0%,0.1,0.6,0.7,0.01,0.05,5,16.9,18.1,-8.0,-0.9,1.2,0.0,0.3,0.00,0.02,0,1,1,0,-0.58,1.59,-0.33,-1.2,-1.04,-1.56,-15.1,12.2,-27.2,-2.1,-14.0,26.7,-40.7,-3.2,186,13,Hip,4.6,0.729,0,-8.3
19,Oct 07 '83,Fort McMurray,AB,CAN,CA,72,200,L,2002,1,6,,31,Scottie,Upshall,FLA,FLA,,LW/RW,63,8,7,4,15,-8,93,32,38,8.6%,4.9%,799.0,12.7,1147,18.2,0.70,70,5.24,42.1%,36.8%,78.9%,34,31,52.3%,1.6,,,88,128,27,32,7,19,6.6,9.6,2.0,2.4,0.5,1.4,28,14,0,0,0,0,183,0.8,1,0,0%,0,2,19,0,0,2,1,0,0,0%,0.3,0.6,0.9,0.01,0.07,4,15.1,19.7,-7.9,-0.2,2.0,-0.3,1.5,0.02,0.11,0,3,0,0.09,0.82,-0.22,0.75,2.18,-0.56,3.06,-3.9,-13.7,9.7,0.9,5.6,-10.9,16.6,1.5,186,12,"Ankle, Lower body, Upper body",3.5,0.384,0,-4.8
36,Apr 20 '83,Abbotsford,BC,CAN,CA,70,173,L,2002,7,206,,31,David,Van Der Gulik,LAK,LAK,,LW,1,0,0,0,0,0,1,0,0,0.0%,0.0%,5.3,5.3,10,10.0,0.53,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,.0,,,3,1,0,0,1,0,34.3,11.4,0.0,0.0,11.4,0.0,0,0,0,0,0,0,1,0.0,,, ,,0,0,0,0,0,0,0,0,0%,0.0,0.0,0.0,0.00,0.00,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,2.0,-2.0,4.0,45.7,1.7,-0.6,2.3,26.8,1,,,0.003,0,0,0.0
21,May 04 '89,Middletown,NJ,USA,US,75,200,L,2007,1,2,,25,James,van Riemsdyk,TOR,TOR,,LW,82,27,29,23,56,-33,248,85,69,10.9%,6.7%,1564.9,19.1,1849,22.5,0.85,254,9.73,37.5%,40.3%,77.8%,21,33,38.9%,1.0,,,101,83,29,85,27,46,3.9,3.2,1.1,3.3,1.0,1.8,43,19,1,0,0,0,156,-4.6,5,0,0%,0,3,16,1,0,4,1,0,0,0%,5.2,0.4,5.6,0.07,0.21,5,38.0,28.4,-13.7,7.7,-1.6,-1.3,4.8,0.06,0.18,2,5,3,-0.02,-0.5,1.17,6.71,-13.05,-2.6,-8.29,-35.4,161.3,-196.7,-10.3,-26.0,124.7,-150.7,-7.9,186,,,4.25,0,0,-3.1
57,Jul 24 '91,Middletown,NJ,USA,US,74,188,R,,,,Y,23,Trevor,van Riemsdyk,CHI,CHI,,D,18,0,1,1,1,0,21,5,15,0.0%,0.0%,243.7,13.5,319,17.7,0.76,0,0.00,0.0%,16.7%,16.7%,0,0,0.0%,.0,,,17,4,15,5,4,9,4.2,1.0,3.7,1.2,1.0,2.2,2,1,0,0,0,0,21,2.1,,, ,,0,5,0,0,0,0,0,0,0%,-0.2,0.6,0.4,0.02,0.10,1,3.6,4.0,-1.1,-0.5,0.3,0.0,-0.2,-0.01,-0.05,1,0,0,0,0.04,0.36,0.79,1.87,-0.11,2.95,13.7,-31.7,45.4,11.9,5.3,-21.8,27.1,7.1,186,43,Leg,0.925,0.485,0,-1.0
76,Mar 15 '87,Moorhead,MN,USA,US,74,190,L,2005,4,97,,27,Chris,VandeVelde,PHI,PHI,,C,72,9,6,3,15,-6,70,26,25,12.9%,7.4%,844.5,11.7,1210,16.8,0.70,43,3.02,39.1%,26.1%,65.2%,21,35,37.5%,1.2,,,133,121,46,26,5,13,9.4,8.6,3.3,1.8,0.4,0.9,28,14,0,0,0,0,195,-1.1,,, ,,2,22,0,0,0,0,0,0,0%,0.3,0.7,0.9,0.01,0.06,3,16.0,17.8,-5.4,-0.5,1.6,0.0,1.1,0.02,0.08,0,0,1,0,0,0,0,0,0,0,-3.3,26.7,-30.0,-2.6,5.7,8.9,-3.2,-0.3,179,3,Lower body,0.553,0.021,0,1.0
26,Jan 19 '84,Vienna,,AUT,,74,218,R,2003,1,5,,31,Thomas,Vanek,MIN,MIN,,LW,80,21,31,23,52,-6,171,59,61,12.3%,7.2%,1296.7,16.2,1582,19.8,0.82,265,12.28,34.4%,50.8%,85.2%,10,10,50.0%,.4,,,42,32,13,59,52,28,1.9,1.5,0.6,2.7,2.4,1.3,37,16,1,0,0,0,83,-9.3,1,1,100%,0,2,16,0,1,2,0,0,0,0%,4.7,1.2,5.9,0.07,0.27,3,31.1,23.5,-9.0,8.3,0.8,0.6,9.7,0.12,0.45,2,3,4,0.01,-2.07,0.92,3.89,-3.09,-0.17,-0.51,-111.2,93.4,-204.6,-12.4,-94.5,65.6,-160.0,-9.7,186,2,"Illness, Soreness",6.5,0.079,0,-3.0
84,Dec 04 '90,Vaughan,ON,CAN,CA,70,185,L,2009,5,147,Y,24,Philip,Varone,BUF,BUF,,C,28,3,2,1,5,-14,28,8,9,10.7%,6.7%,376.5,13.4,495,17.7,0.76,17,2.73,37.5%,25.0%,62.5%,147,179,45.1%,19.5,6,3,26,30,22,8,14,8,4.1,4.8,3.5,1.3,2.2,1.3,10,5,0,0,0,0,62,-2.7,1,0,0%,0,1,4,0,0,0,0,0,0,0%,-0.2,-0.1,-0.3,-0.01,-0.05,2,7.6,7.4,-8.0,-1.2,-0.3,-0.3,-1.8,-0.06,-0.29,0,0,0,0.08,-0.39,-0.04,-0.48,-1.91,0.94,-1.8,0.4,23.6,-23.2,-4.1,8.2,20.7,-12.5,-2.2,58,,,0.183,0,0,-1.8
45,Jun 03 '91,Jyväskylä,,FIN,FI,70,180,R,2009,4,106,,23,Sami,Vatanen,ANA,ANA,,D,67,12,25,7,37,5,122,50,70,9.8%,5.0%,1438.0,21.5,1717,25.6,0.84,62,2.59,16.7%,34.7%,51.4%,1,1,50.0%,.0,,,134,75,123,50,48,27,5.6,3.1,5.1,2.1,2.0,1.1,36,18,0,0,0,0,234,1.5,1,1,100%,1,3,21,0,1,1,0,0,0,0%,3.8,2.9,6.7,0.10,0.28,6,37.6,32.6,2.2,6.4,3.1,0.6,10.1,0.15,0.42,5,3,1,0,1.33,-0.36,3.3,2.99,5.02,12.28,23.6,1.1,22.4,1.3,39.4,-0.8,40.1,2.3,186,15,Lower body,1.262,0.231,0,8.6
19,Nov 16 '81,Beauceville,QC,CAN,CA,73,200,L,2001,3,93,,33,Stephane,Veilleux,MIN,MIN,,LW,12,1,1,0,2,0,9,1,2,11.1%,8.3%,92.3,7.7,144,12.0,0.64,0,0.00,33.3%,33.3%,66.7%,0,1,0.0%,.1,,,8,9,8,1,0,2,5.2,5.8,5.2,0.6,0.0,1.3,10,5,0,0,0,0,27,-0.1,,, ,,0,2,0,0,1,0,0,0,0%,0.1,0.1,0.2,0.02,0.13,4,2.0,3.1,-0.5,0.0,0.7,0.0,0.7,0.06,0.45,0,0,0,-0.01,0.44,-0.58,-0.13,1.05,0.58,1.35,8.6,-10.9,19.5,14.6,3.1,-12.2,15.3,11.5,32,,,0.101,0,0,0.7
